id,condition,response,response_clean,item,item_clean,SemDis_cbowukwacsubtitle_c_m,SemDis_cbowsubtitle_c_m,SemDis_cbowBNCwikiukwac_c_m,SemDis_TASA_c_m,SemDis_glove_c_m,SemDis_MEAN,SemDis_factor
2028,creative,table,table,box,box,0.7476400000000001,0.88459,0.74925,1.03621,0.70747,0.82503,-0.14279
2028,creative,audio,audio,box,box,0.89673,0.8967,0.8815999999999999,1.03361,0.72313,0.88635,-0.02518
2028,creative,bed,bed,box,box,0.74756,0.89961,0.858,1.01096,0.75585,0.8544,-0.10543
2028,creative,canvas,canvas,box,box,0.87734,0.91498,0.90292,0.87734,0.79199,0.87291,-0.0272
2028,creative,platform,platform,box,box,0.86529,0.87824,0.857,0.94925,0.79835,0.86963,-0.04926
2028,creative,chair,chair,box,box,0.75413,0.84501,0.93172,1.0471,0.8210500000000001,0.8798,-0.08288
2028,creative,boat,boat,box,box,0.76791,0.87382,0.89148,0.91765,0.89859,0.86989,-0.0823
2028,creative,Shield,shield,box,box,0.85979,0.97223,0.89285,1.01298,0.95872,0.93931,-0.00849
2028,creative,time machine,time machine,box,box,0.95881,1.01699,0.97267,0.98799,1.2028699999999999,1.02787,0.09224
2029,creative,hat,hat,box,box,0.7218,0.85716,0.77508,0.89029,0.69479,0.78782,-0.16114
2029,creative,hat,hat,box,box,0.7218,0.85716,0.77508,0.89029,0.69479,0.78782,-0.16114
2029,creative,weapon,weapon,box,box,0.82218,0.8931,0.94577,0.93948,0.85788,0.89168,-0.03789
2029,creative,pedestal,pedestal,box,box,0.81245,0.90257,0.86788,1.13716,0.88391,0.92079,-0.05239
2029,creative,terrarium,terrarium,box,box,0.75574,0.8356,0.86148,0.83419,0.9678,0.85096,-0.10215
2029,creative,Jenga piece,jenga piece,box,box,1.03667,0.92206,1.01005,0.92736,0.98565,0.97636,0.10477
2029,creative,puppet theater,puppet theater,box,box,1.06456,1.01319,1.02207,1.05374,0.98565,1.02784,0.14447
2029,creative,turtle shell,turtle shell,box,box,0.96411,0.95732,0.98807,1.1306,1.03119,1.01426,0.08132
2029,creative,crap collector,crap collector,box,box,1.05121,1.17121,1.11191,1.08145,1.04922,1.093,0.19853
2029,creative,shoe holder,shoe holder,box,box,1.04331,1.08074,0.9583699999999999,1.05466,1.07455,1.04233,0.13442
2029,creative,tiny house,tiny house,box,box,1.08477,0.96651,1.01971,0.93079,1.14112,1.02858,0.153
2029,creative,brick in fort,brick in fort,box,box,0.86443,1.04863,0.96864,0.96968,0.74688,0.91965,0.00967
2029,creative,pet bed,pet bed,box,box,0.87755,0.92942,1.00959,1.02823,1.15591,1.00014,0.04451
2030,creative,Fort,fort,box,box,0.91954,0.95528,0.93495,0.995,0.72951,0.90686,0.01101
2030,creative,Seat,seat,box,box,0.7377199999999999,0.79768,0.89104,0.91044,0.74031,0.81544,-0.12474
2030,creative,Play area for an animal,play area for an animal,box,box,1.07981,0.98401,1.00046,0.98152,0.76803,0.96277,0.11899
2030,creative,House,house,box,box,0.67362,0.81725,0.7679,0.98658,0.75598,0.80027,-0.18492
2030,creative,Cut up and design things with,cut up and design things with,box,box,1.11138,0.93407,1.00783,0.97114,1.23347,1.05158,0.16696
2030,creative,Eat out of,eat out of,box,box,0.78483,0.93292,1.04334,0.98307,0.73532,0.8959,-0.02939
2030,creative,Color on,color on,box,box,1.00516,0.98875,1.04157,0.96628,1.22263,1.04488,0.13157
2030,creative,Boat,boat,box,box,0.76791,0.87382,0.89148,0.91765,0.89859,0.86989,-0.0823
2030,creative,Treasure Chest,treasure chest,box,box,1.10063,0.95257,0.97496,0.99103,0.97165,0.99817,0.13408
2030,creative,Hideout,hideout,box,box,0.83735,0.91443,0.8753299999999999,0.95061,1.00553,0.91665,-0.03419
2030,creative,Time Capsule,time capsule,box,box,0.95974,0.97767,1.00689,1.08365,1.06024,1.01764,0.08841
2030,creative,Foot Stool,foot stool,box,box,1.07719,1.0412,0.96053,0.93835,1.08075,1.0196,0.14023
2030,creative,Part of a costume,part of a costume,box,box,1.05928,0.92447,1.00582,0.97473,1.20396,1.03365,0.136
2030,creative,Reuse for presents,reuse for presents,box,box,0.96423,0.94984,0.97157,0.97859,0.93988,0.96082,0.06031
2031,creative,using multiple to build a transpiration object  such as a plane,using multiple to build a transpiration object such as a plane,box,box,1.06125,1.06441,0.94571,0.96924,1.22836,1.05379,0.14577
2031,creative,Poking holes in it to use as a Filter if metal,poking holes in it to use as a filter if metal,box,box,0.99634,0.90102,0.99708,0.9688,0.75832,0.92431,0.05974
2031,creative,Fighting with a,fighting with a,box,box,0.9457,0.86586,1.02126,0.97717,0.73714,0.90943,0.03363
2031,creative,House/Living,houseliving,box,box,NA,NA,NA,NA,NA,NA,NA
2031,creative,Using as a wheel,using as a wheel,box,box,1.04857,1.09424,1.03422,0.95774,1.2454399999999999,1.07604,0.17144
2032,creative,Table,table,box,box,0.7476400000000001,0.88459,0.74925,1.03621,0.70747,0.82503,-0.14279
2032,creative,Cage,cage,box,box,0.68242,0.82504,0.7616,0.79402,0.7152700000000001,0.75567,-0.19355
2032,creative,House,house,box,box,0.67362,0.81725,0.7679,0.98658,0.75598,0.80027,-0.18492
2032,creative,goal,goal,box,box,0.88613,1.00094,0.89238,1.04168,0.78952,0.92213,-0.00309
2032,creative,Bookcase,bookcase,box,box,0.7155,0.64428,0.67641,1.04341,0.79994,0.77591,-0.21458
2032,creative,cover,cover,box,box,0.85422,0.98848,0.91334,0.82649,0.80791,0.87809,-0.024
2032,creative,Chair,chair,box,box,0.75413,0.84501,0.93172,1.0471,0.8210500000000001,0.8798,-0.08288
2032,creative,Matt,matt,box,box,0.81882,0.94628,0.98629,0.9817,0.92438,0.93149,-0.01076
2033,creative,table,table,box,box,0.7476400000000001,0.88459,0.74925,1.03621,0.70747,0.82503,-0.14279
2033,creative,break down and tear into pieces for a collage,break down and tear into pieces for a collage,box,box,0.94232,1.00638,1.00914,0.96826,1.22221,1.02966,0.093410000000000007
2033,creative,jump on it,jump on it,box,box,0.86987,0.91836,0.96774,0.95535,0.69431,0.88113,-0.01585
2033,creative,build an accordion,build an accordion,box,box,0.92243,1.03537,0.98655,1.01894,1.00153,0.99296,0.06569
2033,creative,chair or stool,chair or stool,box,box,0.81462,0.93678,0.89217,1.07044,0.79188,0.90118,-0.04906
2033,creative,use it to go over Niagara falls,use it to go over niagara falls,box,box,0.92839,0.99518,0.98591,0.9691,0.91535,0.95879,0.05183
2033,creative,wear it as a hat,wear it as a hat,box,box,0.84255,0.94125,0.96658,0.96925,0.75475,0.89488,-0.02025
2033,creative,delaminate the cardboard and write a magnum opus,delaminate the cardboard and write a magnum opus,box,box,0.8690100000000001,1.10694,1.04217,0.97418,0.77162,0.95278,0.04611
2033,creative,wear it as a dress,wear it as a dress,box,box,0.86899,1.06222,0.92859,0.96955,0.7445999999999999,0.91479,0.00242
2033,creative,put it out to catch a troll,put it out to catch a troll,box,box,0.87346,1.02547,1.01998,0.96885,1.24768,1.02709,0.06726
2033,creative,use it as a cape,use it as a cape,box,box,0.86614,1.05613,1.00209,0.96868,0.76088,0.93078,0.0228
2033,creative,break it down and sleep o it,break it down and sleep o it,box,box,0.83648,0.91049,1.06267,0.968,0.76517,0.90856,2.7e-4
2034,creative,hat,hat,box,box,0.7218,0.85716,0.77508,0.89029,0.69479,0.78782,-0.16114
2034,creative,table,table,box,box,0.7476400000000001,0.88459,0.74925,1.03621,0.70747,0.82503,-0.14279
2034,creative,container,container,box,box,0.6589700000000001,0.7753,0.71334,0.92802,0.72097,0.75932,-0.22145
2034,creative,shelf,shelf,box,box,0.67503,0.6997800000000001,0.80559,0.79901,0.7623,0.74834,-0.20223
2034,creative,stool,stool,box,box,0.82323,0.87113,0.8385400000000001,0.96709,0.79081,0.85816,-0.077
2034,creative,costume,costume,box,box,0.80366,0.90318,0.88693,0.96955,0.8091,0.87448,-0.06542
2034,creative,floatation device,floatation device,box,box,0.9716,1.0327,0.96291,0.90602,0.83907,0.94246,0.06414
2034,creative,barrier,barrier,box,box,0.89401,1.00563,0.87201,0.8126,0.87869,0.89259,-0.00768
2034,creative,playpen,playpen,box,box,0.8889,0.6990000000000001,0.76408,1.02364,0.99114,0.87335,-0.07635
2034,creative,organizer,organizer,box,box,0.89506,0.92005,0.98118,0.99647,1.02106,0.96276,0.03055
2034,creative,recycling bin,recycling bin,box,box,1.03379,1.09042,1.05111,1.03833,1.03351,1.04943,0.15429
2034,creative,side table,side table,box,box,1.0682,1.06446,0.96812,0.89236,1.1430500000000001,1.02724,0.14503
2034,creative,club house,club house,box,box,0.93572,0.96014,1.01736,1.03626,1.18307,1.02651,0.0843
2035,creative,floor covering painting,floor covering painting,box,box,0.97676,1.00407,1.00153,0.97188,0.74615,0.94008,0.06838
2035,creative,moving,moving,box,box,0.8287100000000001,0.91864,0.99317,0.90147,0.7715,0.8827,-0.02526
2035,creative,shack,shack,box,box,0.7020299999999999,0.81818,0.78989,0.98912,0.83416,0.82668,-0.15724
2035,creative,sled,sled,box,box,0.9005,0.87295,0.94127,1.07967,0.86408,0.93169,0.00409
2035,creative,mat,mat,box,box,0.8286,0.81506,0.92012,0.84116,0.90605,0.8622,-0.05654
2035,creative,forts,forts,box,box,0.95397,0.86719,0.98514,0.99706,1.03749,0.96817,0.05364
2035,creative,store things,store things,box,box,1.01635,1.07313,0.90745,0.94789,1.25812,1.04059,0.11483
2035,creative,make signs,make signs,box,box,0.91671,0.88775,0.9346,0.99532,1.26254,0.99938,0.04239
2036,creative,hat,hat,box,box,0.7218,0.85716,0.77508,0.89029,0.69479,0.78782,-0.16114
2036,creative,plate,plate,box,box,0.7761899999999999,0.93488,0.81447,0.96589,0.72255,0.8428,-0.10245
2036,creative,shoes,shoes,box,box,0.69365,0.8400799999999999,0.83757,0.88376999999999994,0.7273000000000001,0.79647,-0.15764
2036,creative,jewelry,jewelry,box,box,0.72774,0.75607,0.8708400000000001,1.00215,0.74912,0.82118,-0.13793
2036,creative,house,house,box,box,0.67362,0.81725,0.7679,0.98658,0.75598,0.80027,-0.18492
2036,creative,food,food,box,box,0.85084,0.84975,0.96852,1.02558,0.76715,0.89237,-0.02786
2036,creative,tray,tray,box,box,0.6474599999999999,0.7549,0.63939,0.89941,0.77654,0.74354,-0.24926
2036,creative,art,art,box,box,0.87689,0.99145,0.94912,1.06425,0.79626,0.93559,0.00885
2036,creative,pillow,pillow,box,box,0.71089,0.82309,0.81662,1.04034,0.8187800000000001,0.84194,-0.1429
2036,creative,cup,cup,box,box,0.80495,0.91867,0.87869,1.02407,0.8239799999999999,0.89007,-0.06061
2036,creative,cooking utensil,cooking utensil,box,box,1.01677,1.04566,1.0327,0.93302,0.90356,0.98634,0.11646
2036,creative,flooring,flooring,box,box,0.97378,0.77713,0.9119,0.94388,0.90786,0.90291,0.01291
2036,creative,bedding,bedding,box,box,0.86403,0.80107,0.92135,1.01612,0.92114,0.90474,-0.03109
2036,creative,transportation,transportation,box,box,0.96224,0.99167,1.01007,0.94039,0.93011,0.9669,0.07531
2036,creative,flotation device,flotation device,box,box,0.94603,1.07084,0.96705,1.0153,0.97792,0.99543,0.076
2036,creative,form of communication,form of communication,box,box,0.96363,0.91609,0.97695,0.98916,0.80923,0.93101,0.04517
2037,creative,use for sledding when there is snow,use for sledding when there is snow,box,box,0.88083,1.15172,1.09942,0.96899,0.90675,1.00154,0.08786
2037,creative,hold your Christmas tree  so that the plastic parts fall in to the,hold your christmas tree so that the plastic parts fall in to the,box,box,0.9270700000000001,1.07029,1.01225,0.9688,0.77524,0.95073,0.06032
2039,creative,hat,hat,box,box,0.7218,0.85716,0.77508,0.89029,0.69479,0.78782,-0.16114
2039,creative,table,table,box,box,0.7476400000000001,0.88459,0.74925,1.03621,0.70747,0.82503,-0.14279
2039,creative,plate,plate,box,box,0.7761899999999999,0.93488,0.81447,0.96589,0.72255,0.8428,-0.10245
2039,creative,padding,padding,box,box,0.85351,0.86846,0.88021,1.05888,0.87508,0.90723,-0.03846
2039,creative,insulation,insulation,box,box,0.94208,0.72526,0.9020900000000001,0.91987,0.87623,0.87311,-0.01894
2039,creative,patching material,patching material,box,box,0.93374,1.03036,1.02387,1.08131,0.8984,0.99354,0.07579
2039,creative,alternative to painters paper,alternative to painters paper,box,box,1.06518,1.03342,1.00757,1.05316,1.09723,1.05131,0.15344
2039,creative,kindling for fire,kindling for fire,box,box,0.90566,0.99042,1.01327,0.99647,1.24917,1.031,0.07686
2039,creative,Halloween costume,halloween costume,box,box,1.01033,0.94406,0.95296,1.01779,1.03585,0.9922,0.08709
2039,creative,cat toy,cat toy,box,box,1.00423,1.03954,1.02168,1.0119,1.09497,1.03446,0.12565
2039,creative,trash can,trash can,box,box,0.96359,0.93662,0.90578,0.8688,1.23057,0.98107,0.05754
2040,creative,hat,hat,box,box,0.7218,0.85716,0.77508,0.89029,0.69479,0.78782,-0.16114
2040,creative,table,table,box,box,0.7476400000000001,0.88459,0.74925,1.03621,0.70747,0.82503,-0.14279
2040,creative,cart,cart,box,box,0.79156,0.86368,0.83084,0.88202,0.7812600000000001,0.82987,-0.10146
2040,creative,cart,cart,box,box,0.79156,0.86368,0.83084,0.88202,0.7812600000000001,0.82987,-0.10146
2040,creative,lamp,lamp,box,box,0.69936,0.81041,0.85763,0.90883,0.78493,0.81223,-0.14805
2040,creative,shirt,shirt,box,box,0.76911,0.90647,0.84982,1.00433,0.81938,0.86982,-0.09069
2040,creative,armor,armor,box,box,0.869,0.97938,0.97488,1.03841,0.85928,0.94419,0.01435
2040,creative,boat,boat,box,box,0.76791,0.87382,0.89148,0.91765,0.89859,0.86989,-0.0823
2040,creative,shield,shield,box,box,0.85979,0.97223,0.89285,1.01298,0.95872,0.93931,-0.00849
2040,creative,step stool,step stool,box,box,1.05614,1.01799,0.88201,0.95999,1.06759,0.99674,0.10238
2040,creative,window shutter,window shutter,box,box,1.03577,0.97412,1.04159,1.15954,1.12099,1.0664,0.14517
2040,creative,door stop,door stop,box,box,0.98959,1.01948,1.01228,1.01865,1.21015,1.05003,0.12195
2040,creative,building block,building block,box,box,1.03416,1.12493,0.97634,1.0202,1.22029,1.07518,0.15344
2041,creative,Put a cat in,put a cat in,box,box,1.05167,1.00291,0.96158,0.969,1.2221,1.04145,0.13422
2041,creative,take apart and use as a sled,take apart and use as a sled,box,box,0.94353,1.04945,0.94745,0.9685,0.78423,0.93863,0.04672
2041,creative,put between you and someone you don't want to talk to,put between you and someone you dont want to talk to,box,box,0.95153,1.01604,1.04201,0.96877,0.76512,0.94869,0.07104
2042,creative,cut it and fold it into an umbrella to keep you dry,cut it and fold it into an umbrella to keep you dry,box,box,1.05528,1.00316,0.99726,0.9688,1.2445599999999999,1.05381,0.14843
2042,creative,burn it and use the ashes mixed with water as a writing substance,burn it and use the ashes mixed with water as a writing substance,box,box,0.83859,1.06977,0.93714,0.9688,0.7734099999999999,0.91754,-0.00674
2042,creative,teleportation device to transfer goods to the homeless,teleportation device to transfer goods to the homeless,box,box,0.97573,1.07297,0.93916,0.9678,1.22302,1.03574,0.10155
2042,creative,chop it up and use it as insulation,chop it up and use it as insulation,box,box,1.09216,0.93645,1.0625,0.96871,1.10113,1.03219,0.16245
2043,creative,drum,drum,box,box,0.82837,0.89804,0.91015,0.96106,0.7309300000000001,0.86571,-0.05398
2043,creative,guitar add strings,guitar add strings,box,box,0.93864,1.03427,0.98269,1.03518,0.74888,0.94793,0.05212
2043,creative,shoes Shoebox,shoes shoebox,box,box,1.0338,1.00966,0.9287799999999999,0.98349,0.81503,0.95415,0.08323
2043,creative,sled,sled,box,box,0.9005,0.87295,0.94127,1.07967,0.86408,0.93169,0.00409
2043,creative,makeshift litterbox,makeshift litterbox,box,box,0.83895,0.82806,0.86597,0.9569300000000001,0.86669,0.87132,-0.06268
2043,creative,lampshade,lampshade,box,box,0.75093,0.88211,0.75274,0.89871,1.01297,0.85949,-0.12143
2043,creative,play mat unfolded,play mat unfolded,box,box,1.02686,1.03276,1.02492,1.07241,1.021,1.03559,0.13353
2043,creative,flower pot,flower pot,box,box,1.08749,0.89937,1.02824,0.92104,1.032,0.99363,0.13543
2043,creative,Cut into wings,cut into wings,box,box,0.97102,0.97237,0.92644,0.97079,0.67953,0.90403,0.03222
2043,creative,racecar,racecar,box,box,0.9185,0.8847700000000001,0.97744,NA,1.06909,0.96245,0.03827
2043,creative,dog bed,dog bed,box,box,0.9065300000000001,0.88365,0.99813,1.00085,1.13906,0.98564,0.04504
2043,creative,art canvas,art canvas,box,box,1.01746,1.03046,1.00848,1.12604,1.14668,1.06582,0.13666
2043,creative,shelter/cover,sheltercover,box,box,NA,NA,NA,NA,NA,NA,NA
2043,creative,play house,play house,box,box,0.91902,1.01195,1.05076,0.8534200000000001,1.24823,1.01668,0.09151
2044,creative,hat,hat,box,box,0.7218,0.85716,0.77508,0.89029,0.69479,0.78782,-0.16114
2044,creative,car,car,box,box,0.76151,0.92254,0.85387,1.01515,0.75955,0.86252,-0.09503
2044,creative,super Mario costume,super mario costume,box,box,0.8874299999999999,1.08627,0.90431,0.89325,0.76144,0.90654,0.00664
2044,creative,used to lock up ghosts,used to lock up ghosts,box,box,0.86065,0.92394,0.97201,0.97284,0.8154,0.90897,-0.00728
2044,creative,sled,sled,box,box,0.9005,0.87295,0.94127,1.07967,0.86408,0.93169,0.00409
2044,creative,haute couture,haute couture,box,box,0.94338,1.02866,0.93654,1.00432,0.95972,0.97452,0.05623
2044,creative,interdimensional portal,interdimensional portal,box,box,1.03334,1.01388,0.96853,0.92073,1.05026,0.99735,0.11217
2044,creative,Time machine,time machine,box,box,0.95881,1.01699,0.97267,0.98799,1.2028699999999999,1.02787,0.09224
2044,creative,tubes connecting a tree house,tubes connecting a tree house,box,box,1.06634,0.88317,1.005,1.12068,0.7593300000000001,0.9669,0.10168
2045,creative,painting drop cloth,painting drop cloth,box,box,0.87073,0.97732,0.89164,0.96051,0.8393200000000001,0.9079,-0.01494
2045,creative,square edge for measurement,square edge for measurement,box,box,0.96329,0.99632,1.05686,0.9758,1.24689,1.04783,0.11868
2045,creative,snow sled,snow sled,box,box,1.01528,1.03697,1.07207,1.05624,0.97515,1.03114,0.13762
2045,creative,Halloween costume,halloween costume,box,box,1.01033,0.94406,0.95296,1.01779,1.03585,0.9922,0.08709
2045,creative,Dog Bed,dog bed,box,box,0.9065300000000001,0.88365,0.99813,1.00085,1.13906,0.98564,0.04504
2045,creative,degradable planting container,degradable planting container,box,box,0.93333,0.92459,1.01443,1.1138,1.19773,1.03678,0.08091
2045,creative,exercise tool,exercise tool,box,box,1.01935,1.01527,0.96584,0.98522,1.2109,1.03932,0.12112
2045,creative,child's toy racecar,childs toy racecar,box,box,1.05413,0.95517,1.0667,0.75149,0.86024,0.93755,0.11713
2046,creative,Cutting it into smaller squares and adding more sides to those until you have multiple tiny,cutting it into smaller squares and adding more sides to those until you have multiple tiny,box,box,1.15698,1.00466,0.92697,0.9688,1.22394,1.05627,0.17782
2046,creative,Grating it with a cheese grater,grating it with a cheese grater,box,box,1.07819,0.95415,1.0518399999999999,0.97767,1.2193100000000001,1.05623,0.16572
2046,creative,cutting of the flaps and strapping them on the back of a squirrel and pretending its a bird,cutting of the flaps and strapping them on the back of a squirrel and pretending its a bird,box,box,1.10507,0.87599,0.94916,0.9688,1.22314,1.02443,0.13536
2046,creative,dinner plate,dinner plate,box,box,0.99355,0.92135,0.92445,1.05003,1.06674,0.99122,0.07038
2046,creative,Soggy hat in the rain,soggy hat in the rain,box,box,0.86409,0.97345,0.9289000000000001,0.95331,1.22335,0.98862,0.02386
2046,creative,Get a lot of them in different sizes and make Russian Nesting Dolls,get a lot of them in different sizes and make russian nesting dolls,box,box,0.89363,0.90302,1.05537,0.96882,0.77491,0.91915,0.02659
2047,creative,window,window,box,box,0.69579,0.82545,0.7102299999999999,0.9333400000000001,0.63637,0.76024,-0.20176
2047,creative,tv,tv,box,box,0.7513,0.91213,0.81343,0.95233,0.6951499999999999,0.82487,-0.1223
2047,creative,drum,drum,box,box,0.82837,0.89804,0.91015,0.96106,0.7309300000000001,0.86571,-0.05398
2047,creative,bed,bed,box,box,0.74756,0.89961,0.858,1.01096,0.75585,0.8544,-0.10543
2047,creative,mind,mind,box,box,0.71587,0.95008,0.90199,0.94793,0.79209,0.86159,-0.09965
2047,creative,instrument,instrument,box,box,0.85449,0.92995,0.94795,0.99664,0.82915,0.91164,-0.01411
2047,creative,spaceship,spaceship,box,box,0.81025,0.85886,0.85101,1.01079,0.86825,0.87983,-0.07348
2047,creative,learning,learning,box,box,0.99816,0.95051,0.99398,0.99664,0.8872599999999999,0.96531,0.08061
2047,creative,boat,boat,box,box,0.76791,0.87382,0.89148,0.91765,0.89859,0.86989,-0.0823
2047,creative,UFO,ufo,box,box,0.9133,1.01141,0.8682,0.9477,0.91664,0.93145,0.01161
2047,creative,treasure chest,treasure chest,box,box,1.10063,0.95257,0.97496,0.99103,0.97165,0.99817,0.13408
2047,creative,black hole,black hole,box,box,1.06,0.89314,1.08621,1.0766499999999999,1.00168,1.02354,0.1423
2047,creative,balance beam,balance beam,box,box,1.02163,1.02939,0.9579,0.9808,1.05914,1.00977,0.10946
2047,creative,step stool,step stool,box,box,1.05614,1.01799,0.88201,0.95999,1.06759,0.99674,0.10238
2047,creative,cat house,cat house,box,box,0.9751,1.03125,1.09637,1.02201,1.14685,1.05432,0.13619
2047,creative,computer screen,computer screen,box,box,1.04307,0.86774,0.94793,1.01525,1.18176,1.01115,0.1009
2047,creative,Christmas present,christmas present,box,box,1.04746,1.09723,0.99613,0.9387,1.2034,1.05658,0.1558
2048,creative,as a demonstration of the concept of volume,as a demonstration of the concept of volume,box,box,1.06657,0.98228,0.97687,0.96749,1.24319,1.04728,0.14432
2048,creative,as a vehicle,as a vehicle,box,box,0.8137300000000001,0.99887,0.86371,0.96384,0.75128,0.87829,-0.05543
2048,creative,as compost material,as compost material,box,box,0.96163,1.00511,0.96431,0.92735,1.10091,0.99186,0.07767
2048,creative,as a time machine,as a time machine,box,box,0.93118,0.86551,0.97599,0.97338,1.24017,0.99725,0.05502
2048,creative,as material for a sculpture,as material for a sculpture,box,box,0.97285,1.05077,0.88226,0.96855,0.76395,0.92768,0.04097
2048,creative,as a form of shelter,as a form of shelter,box,box,1.0725,1.04878,1.02794,0.97357,0.76292,0.97714,0.13394
2048,creative,as a last name,as a last name,box,box,1.02155,1.08948,1.01135,0.97135,1.23531,1.06581,0.15002
2048,creative,as tinder to start a fire,as tinder to start a fire,box,box,1.02378,0.98397,1.01409,0.96901,0.78035,0.95424,0.09506
2048,creative,as a piece of clothing,as a piece of clothing,box,box,0.88812,1.10097,0.95135,0.97033,0.7530600000000001,0.93277,0.02635
2049,creative,Seat,seat,box,box,0.7377199999999999,0.79768,0.89104,0.91044,0.74031,0.81544,-0.12474
2049,creative,Theme for a theme park,theme for a theme park,box,box,0.83222,1.03069,0.97618,1.02063,0.77232,0.92641,-0.00301
2049,creative,Sled,sled,box,box,0.9005,0.87295,0.94127,1.07967,0.86408,0.93169,0.00409
2049,creative,Cave,cave,box,box,0.80854,0.8823300000000001,0.88901,1.00085,0.86985,0.89012,-0.05941
2049,creative,Shovel,shovel,box,box,0.77849,0.78213,0.86012,0.83154,0.91402,0.83326,-0.10508
2049,creative,Treasure Chest,treasure chest,box,box,1.10063,0.95257,0.97496,0.99103,0.97165,0.99817,0.13408
2049,creative,Habitat for a mouse,habitat for a mouse,box,box,0.9321699999999999,0.98725,0.90496,1.00667,1.24804,1.01582,0.05834
2049,creative,Rocket Fuel,rocket fuel,box,box,0.92902,0.99889,1.02984,1.0054,1.2012100000000001,1.03287,0.09144
2049,creative,Board as in a blackboard for a classroom,board as in a blackboard for a classroom,box,box,0.95149,1.09045,0.94134,0.96887,0.76744,0.94392,0.05477
2050,creative,imaginary cave,imaginary cave,box,box,1.01211,1.02175,1.00338,1.0175399999999999,0.9417,0.9993,0.10853
2050,creative,cat playhouse,cat playhouse,box,box,1.03157,1.09556,1.02287,0.98661,0.99533,1.02639,0.14011
2050,creative,play tunnel,play tunnel,box,box,0.99697,0.92825,1.05416,1.03871,1.05493,1.0146,0.10984
2050,creative,alien helmet,alien helmet,box,box,1.01462,0.93485,1.02697,1.0542,1.05728,1.01758,0.11289
2050,creative,drawing canvas,drawing canvas,box,box,1.0688900000000001,0.94008,1.0408,0.98353,1.06119,1.0189,0.1423
2050,creative,garden compost,garden compost,box,box,1.01612,0.93337,0.9866,1.07973,1.06856,1.01688,0.10371
2050,creative,giant dice,giant dice,box,box,0.97065,1.01725,0.9309000000000001,0.81245,1.09936,0.96612,0.06896
2051,creative,hat,hat,box,box,0.7218,0.85716,0.77508,0.89029,0.69479,0.78782,-0.16114
2051,creative,locker,locker,box,box,0.63124,0.7131700000000001,0.78655,1.06315,0.7372000000000001,0.78626,-0.21713
2051,creative,house,house,box,box,0.67362,0.81725,0.7679,0.98658,0.75598,0.80027,-0.18492
2051,creative,canvas,canvas,box,box,0.87734,0.91498,0.90292,0.87734,0.79199,0.87291,-0.0272
2051,creative,home for a vagabond,home for a vagabond,box,box,1.01919,1.02387,1.00369,0.97858,0.75419,0.9559,0.09497
2051,creative,cat scratching post,cat scratching post,box,box,0.91822,0.8968700000000001,1.03629,0.95732,0.85192,0.93212,0.03828
2051,creative,wardrobe,wardrobe,box,box,0.7895300000000001,0.8235399999999999,0.77659,0.90143,0.8614999999999999,0.83052,-0.11779
2051,creative,trampoline,trampoline,box,box,0.83599,0.79232,0.92043,1.06309,0.9966,0.92169,-0.03852
2051,creative,ant kingdom,ant kingdom,box,box,1.02121,0.91823,0.98081,1.04061,0.99765,0.9917,0.09411
2051,creative,snake house,snake house,box,box,0.9643,1.01902,0.97649,1.16666,0.99771,1.02484,0.08778
2051,creative,keeping towels,keeping towels,box,box,1.01236,0.9508,0.94374,1.05227,1.02109,0.99605,0.08701
2051,creative,imaginarium,imaginarium,box,box,NA,NA,0.8588,NA,1.03206,0.94543,-0.02735
2051,creative,dinner plate,dinner plate,box,box,0.99355,0.92135,0.92445,1.05003,1.06674,0.99122,0.07038
2051,creative,pretend car,pretend car,box,box,0.96195,1.04895,0.94526,1.03923,1.12533,1.02414,0.08734
2051,creative,graffiti target,graffiti target,box,box,0.97396,0.96371,1.02926,1.05742,1.18349,1.04157,0.10882
2051,creative,keeping clothes,keeping clothes,box,box,1.02721,1.05752,0.99686,0.94121,1.18692,1.04194,0.13751
2051,creative,pet house,pet house,box,box,0.89554,1.04163,1.04266,1.0026,1.18932,1.03435,0.08464
2051,creative,storing letters,storing letters,box,box,0.93022,1.05679,0.99303,0.97191,1.1917200000000001,1.02873,0.08904
2051,creative,trash can,trash can,box,box,0.96359,0.93662,0.90578,0.8688,1.23057,0.98107,0.05754
2051,creative,shooting practice,shooting practice,box,box,1.03145,1.00864,0.99476,1.08116,1.23298,1.0698,0.14099
2051,creative,use it for exercise,use it for exercise,box,box,0.84671,1.03638,1.10468,0.9537,1.2459500000000001,1.03748,0.07962
2051,creative,play house,play house,box,box,0.91902,1.01195,1.05076,0.8534200000000001,1.24823,1.01668,0.09151
2051,creative,book bag,book bag,box,box,0.94767,0.9639,1.06119,0.9949,1.33357,1.06025,0.11454
2052,creative,House,house,box,box,0.67362,0.81725,0.7679,0.98658,0.75598,0.80027,-0.18492
2052,creative,Mouse Catcher,mouse catcher,box,box,0.97363,0.93132,0.97835,1.07615,0.94732,0.98135,0.06907
2052,creative,Step Stool,step stool,box,box,1.05614,1.01799,0.88201,0.95999,1.06759,0.99674,0.10238
2053,creative,Door,door,box,box,0.64211,0.75976,0.73673,0.9056,0.6039,0.72962,-0.23676
2053,creative,Computer,computer,box,box,0.82369,0.83357,0.82291,1.04135,0.70492,0.84529,-0.09163
