item_clean,SemDis_glove_c_m,response
fork,0.97655,ring holder
fork,0.98105,yarn separator
fork,0.80749,paintbrush
fork,1.01734,back scratcher
fork,0.94116,Use it to paint a pictire
fork,1.05753,use it as a plant holder
fork,0.83424,comb
fork,0.93041,wool teaser
fork,0.7400599999999999,pastry pricker
fork,1.06218,paint stirrer
fork,1.01734,back scratcher
fork,1.02041,paper weight
fork,1.05778,sundial stick
fork,1.01786,small flagpole
fork,0.94231,to serve as a food catapult
fork,0.93788,to eat soup in a hard way
fork,1.06985,to dig for worms
fork,1.02227,to cook a marshmallow
fork,1.10189,toaster extension
fork,0.91593,afro decoration
fork,0.76134,spear
fork,0.99648,card holder
fork,0.8936999999999999,ant bridge
fork,,backscratcher
fork,1.05952,Proving your psychic powers
fork,1.05182,Making holes in paper
fork,1.06867,Bubble wrap/balloon popper
fork,1.00977,Creating a graph
fork,1.05394,Wallpaper scraper/remover
fork,1.08106,Opening parcels
fork,0.91532,ring
fork,0.96766,bracelet
fork,0.96772,chime
fork,0.97188,melt it
fork,1.08039,table cloth holder
fork,1.03585,peg
fork,1.04731,plucking a guitar  pocking a hole  a tool for weaving  one end of a washing line  a puppet string  h
fork,0.95409,to hold letters
fork,1.05351,to pick up food
fork,0.94097,to use as a weapon
fork,1.05915,to use as a fantasy item
fork,0.96459,item to throw
fork,0.92403,bookmark
fork,1.05803,create holes in grass for drainage
fork,0.95158,weapon
fork,0.97134,through at dart board
fork,1.0188,act as divider
fork,0.91969,The base for a puppet
fork,1.02382,A lever
fork,0.93785,To hold up a painting
fork,0.99728,For painting streaks
fork,0.92926,Melt into a silver bar
fork,0.85995,eating
fork,0.89689,stabbing
fork,0.94166,use on the edge of a pie
fork,0.93459,cleaning
fork,0.87588,piercing
fork,0.91392,spinning
fork,0.98928,Fork balancing on nose
fork,0.9402,Put a fork up each nostril
fork,1.05926,Use it to pick up rubbish
fork,0.94312,Use it as a spoon
fork,0.94181,Use it as a hammer
fork,1.0189,Melt it and make an object
fork,0.94631,Bend the tips
fork,1.04854,To puncture items
fork,0.94288,To hold items in place
fork,,Paoerweight
fork,0.96819,package opener
fork,1.02055,between cupboard to act as a lock
fork,0.92636,hold up paintings
fork,0.98665,clean showerhead
fork,0.9816,clean drains
fork,0.97924,hair remover
fork,1.01457,hair brush
fork,0.9714,comb through hair
fork,0.96485,as a rake
fork,1.13632,open packets
fork,0.95158,weapon
fork,1.02115,make a windchime
fork,1.07022,bend the prongs and create a sculpture
fork,0.85995,Eating
fork,0.82906,digging
fork,0.98728,Opening something
fork,0.87895,Scratching your back
fork,1.03436,Pulling out a nail
fork,0.99167,Comb your hair
fork,,Makingholes
fork,0.97988,Straining spaghetti
fork,1.0331,As a sieve
fork,1.05812,As a stencil
fork,0.87605,A wireholder
fork,1.01457,brush hair
fork,1.04558,make marks in paint
fork,0.93825,scratching yourself
fork,1.05461,tapping walls
fork,0.97489,making sounds
fork,1.03165,making a musical tune
fork,1.02529,crushing things
fork,0.88934,making a sculpture
fork,1.02322,tooth pick
fork,0.95158,weapon
fork,1.04446,eye lash curler
fork,0.85945,leaf picker
fork,0.90182,pointer
fork,0.87608,dog pooh collector
fork,0.90096,fly swatter
fork,0.96467,apple picker
fork,1.07122,jewellry
fork,0.99766,Decoration
fork,1.03702,Table placename
fork,1.0011,Photo frame
fork,0.92403,Bookmark
fork,1.05813,It's a good tool for propping up my laptop to keep air circulating
fork,0.94697,I've used it as a bookmark in a cookbook to keep the page from flipping
fork,1.06091,Plastic forks make good gardening markers
fork,1.03893,dip in paint and use as paintbrush
fork,1.0569,use to complete an electrical circuit
fork,1.05325,dig a hole in the garden
fork,1.04734,a key
fork,0.99928,the arm of a compass
fork,0.95524,twiddle like a pen
fork,0.94116,to use to create patterns in sand
fork,1.02611,as a prop for plants
fork,0.94548,to bend to make napkin holders
fork,0.93466,as a mini spade
fork,0.93845,to hold a door locked
fork,1.01085,melt it down to make jewellery
fork,1.05933,use it to rake a minature japanese garden
fork,1.05781,use several forks for wall art
fork,1.05934,use to open a paint can
fork,0.96638,Robot
fork,0.9954,Sporky toy
fork,0.96766,Bracelet
fork,0.89178,Toy broomstick
fork,0.90289,Fruit kebab stick
fork,0.8714500000000001,Devil
fork,1.04138,hanging object
fork,1.02367,glass cleaner
fork,0.98276,wall hook
fork,0.6738,tongs
fork,1.01816,food dunker
fork,0.97845,head scratcher
fork,0.93826,digging the garden
fork,1.0365,combing the dog
fork,0.96206,hanging mobile decoration
fork,1.00748,charger holder
fork,0.98482,hanging necklaces on
fork,0.95742,plant markers
fork,1.00624,garden tool
fork,1.0691,comb hair
fork,0.98555,comb pets fur
fork,1.08778,marking tool
fork,1.03135,flag holder
fork,1.03838,business card holder
fork,1.06066,tool to pass things
fork,0.92403,bookmark
fork,0.98705,antenna spelling
fork,0.9814,engraving tool on wood
fork,0.9765,sculpting tool
fork,0.94386,make up tool
fork,1.05044,shoe horn
fork,1.03495,To hang jewellery on
fork,1.05482,To scratch yourself or someone else
fork,0.93887,As a weapon
fork,1.05801,To paint and use for decoration
fork,1.05301,To make different sounds with different shaped forks
fork,1.05879,As a border in a garden stuck in the ground
fork,1.0053,an art instilation
fork,0.9407,double and used to test the centre of mass
fork,1.00043,digging tool
fork,1.00068,drum stick
fork,0.88259,maker of marks in clay
fork,0.97077,catapult
fork,0.95158,weapon
fork,0.82144,wedge
fork,0.93186,lock pick
fork,0.72519,toothpick
fork,0.98664,belt buckle
fork,0.88822,antenna
fork,0.7068,shovel
fork,0.5614600000000001,spoon
fork,0.94693,wall hooks
fork,0.89363,creating pie crust
fork,0.6738,tongs
fork,0.96011,photo stand
fork,0.97098,clock
fork,1.00728,cabinet handles
fork,0.88876,olive picker
fork,1.02313,tooth cleaner
fork,0.95535,garden rake
fork,1.02041,paper weight
fork,1.01734,back scratcher
fork,0.86248,toe clenaer
fork,0.88424,drumstick
fork,0.93199,spork
fork,0.89871,cable holder
fork,1.07748,spaghetti wrangler
fork,0.95556,hat holder
fork,1.05978,door handle
fork,0.97558,key holder
fork,1.01457,Hair brush
fork,0.94657,sand play
fork,0.72142,whisk
fork,1.05928,marshmallow holder to toast
fork,1.02198,Climbing equipment
fork,0.98763,Hannibal Lecter cosplay
fork,0.93167,Percussion instrument
fork,0.87306,Back sctratcher
fork,0.93443,Poker
fork,0.83424,Comb
fork,0.92776,to eat with
fork,0.96843,to puncture holes with
fork,0.93887,as a weapon
fork,0.94112,to dig with  eg in a small windowbox garden
fork,1.05956,as a projectile weapon by throwing
fork,0.89491,to pry something open
fork,1.03778,to etch with
fork,1.05923,to use when eating
fork,0.94549,to help with weeding in the garden
fork,0.95063,to crush food
fork,0.98923,clothes hook
fork,1.05701,arms for potato man
fork,1.04341,removing nails
fork,0.80749,paintbrush
fork,0.97077,catapult
fork,0.931,arm for toy digger
fork,1.07394,claw machine grabber
fork,0.94085,use it as a tool to tie ribbon bows
fork,0.99531,hold threads for braiding embroidery thread
fork,1.0691,comb hair
fork,1.03871,hold 4 ties
fork,0.94276,pick bits out of yor teeth
fork,1.04858,hat pin
fork,0.94973,Stabbing  pricking  lifting  pointing  polishing  digging
fork,1.00624,Garden Tool
fork,0.91532,Ring
fork,,Necklack
fork,0.95865,Tent Peg
fork,1.04286,Pitch Fork
fork,0.98489,Wall decoration
fork,1.02624,A comb
fork,1.03968,coat holder
fork,0.83802,hanger
fork,0.93695,to dig in the garden
fork,1.01734,Back scratcher
fork,0.94093,To put your hair up
fork,1.07806,to stab a packet
fork,1.05117,to stab an enemy
fork,0.94692,to create a pattern on playdoh
fork,0.93763,to hold something in place
fork,0.93781,to scare off an animal
fork,1.0398,in an artpiece
fork,1.05722,make a windchime from forks
fork,1.04968,drum on a drum
fork,1.05804,sculpt with
fork,0.95573,earring
fork,0.96299,brooch
fork,0.9345,weaving implement
fork,0.95344,gardening tool
fork,0.98869,plaiting hair
fork,0.979,wind chime
fork,1.05894,Sharpen one end and use for basic surgery
fork,,selfdefense
fork,1.05768,To pop the balloons of horrid kids
fork,1.05778,flatten one end and turn into a screwdriver
fork,0.94154,Bend it to prove that you have psychic powers
fork,0.94015,Hold a nail to hit it easier
fork,1.09964,crush food
fork,0.9408,used a a guide for a knife
fork,1.02001,Eat with
fork,0.96099,use as a wind chime
fork,1.03281,weaving tool
fork,1.05474,to get hair out of the plug hole
fork,0.92759,to dig outside
fork,1.05395,to dig in sand
fork,1.05046,to get seaweed from the sea
fork,1.01457,hair brush
fork,0.94383,role play
fork,0.96789,whisking eggs
fork,1.03425,stirring a cake mix
fork,0.93956,use in garden
fork,1.05543,make patterns in something
fork,0.93327,turn into a photo stand
fork,1.05901,For holding a plant in a plant pot
fork,1.0392,For creating art pictures ie as a brush
fork,1.0268,mini trowel
fork,0.7068,shovel
fork,0.88497,mini pitchfork
fork,0.83424,comb
fork,0.98465,lightening conductor
fork,0.99723,tv ariel
fork,1.01228,radio antenna
fork,1.06463,paint tool
fork,0.97408,paper punch
fork,0.82875,soil areator
fork,0.83424,comb
fork,0.9394,as a tool
fork,0.95158,weapon
fork,0.94994,pick something up
fork,0.89112,microphone
fork,0.98461,open something
fork,0.93575,stand something up
fork,0.97558,key holder
fork,1.11132,tea towel holder
fork,1.02515,candel holder
fork,0.90627,as a trap
fork,0.87487,sculpture
fork,0.98991,as a paintbrush
fork,1.01909,separating out threads of string
fork,1.0292,press flowers
fork,0.9335,A weight for glueing
fork,0.90998,A sieve
fork,1.00906,A tent peg
fork,0.9279,A plinth
fork,1.01663,A painting aid/tool
fork,0.98239,A ruler
fork,0.96528,A makeweight
fork,0.92848,A stake in the garden
fork,0.97152,slow shovel
fork,1.0044,mouse trident
fork,0.95158,weapon
fork,1.0119,throwing weapon
fork,0.93443,bridge for insects
fork,1.03441,wing chime
fork,0.97569,ORNAMENTAL MOBILE
fork,1.00624,GARDEN TOOL
fork,0.94974,DECORATION ON PASTRY
fork,0.91684,DECORATION IN MODELLING CLAY
fork,1.0514,To clean bottom of shoes between the tread
fork,0.97065,As a self defence weapon
fork,1.03853,As a conductors wand
fork,0.94983,To eat cereal if out of spoons
fork,1.01101,To remove the back of an eletrical appliance
fork,0.94097,stuck on bird house for creative as well as big birds like pigeon deterrant
fork,1.07222,sand tool
fork,0.95479,limescale remover
fork,0.92698,bender for picture frames
fork,1.05923,As a painting tool
fork,0.94003,Bent into a bracelet or bangle
fork,1.05648,Bent into other forms of jewellery such as a pendant ring
fork,1.05919,To hold papers on a desk into a piece of cork matting
fork,1.05502,To wind string or wool into a ball
fork,0.979,Wind Chime
fork,1.0074,A brooch
fork,0.9342,Use for gardening
fork,0.88429,Curtain tie back
fork,1.02826,A hook
fork,1.02289,Musical Instrument
fork,1.03184,to pick things up
fork,1.04419,to pop a balloon
fork,0.94103,Plant in the gropund to act as a support for a plant or item
fork,1.05919,To wind twine around the prongs for storage
fork,1.05876,To clean hard to reach crevices in a kitchen
fork,0.94161,As a makeshift TV Aerial
fork,0.95885,As an ornament to be displayed in a frame
fork,0.97224,To scrape teeth
fork,0.93245,finger puppet rack
fork,0.80704,zengarden trowel
fork,0.99092,avantegarde jewellery
fork,0.96059,music
fork,1.01391,drawing
fork,0.98847,painting
fork,0.98489,hairbrush
fork,0.94693,wall hooks
fork,1.0068,candle holder
fork,0.96953,instrument
fork,0.98846,pretend pen
fork,0.66998,knife
fork,0.88424,drumstick
fork,1.0502,scratch tool
fork,1.01727,to break up poop sorry
fork,0.95677,twist hair
fork,1.05423,make an art object
fork,0.94025,use in a flower arrangement
fork,0.94083,To tear open something tough
fork,1.04952,As a scratcher
fork,1.0487,To open a packet
fork,0.94885,To make a screeching noise against specific textures
fork,1.05795,A small gardening tool
fork,1.05703,an artistic painting tool
fork,1.03595,a back scratcher
fork,1.06505,Mini snowman arms
fork,0.95158,Weapon
fork,0.9648,Rough cleaning object
fork,1.05918,combine with a rubber band to launch as a sling weapon
fork,1.05936,using it as a tuning fork / drumstick against objects to make interesting sounds
fork,1.0592,building a tower out of potatoes
fork,0.98847,painting
fork,0.91365,digging a hole
fork,1.00656,jousting
fork,0.95511,mirror
fork,0.97845,head scratcher
fork,1.05044,shoe horn
fork,0.8558399999999999,dart
fork,0.98489,hairbrush
fork,1.06031,putting in the wall to hang up curtains
fork,1.05868,to use to play a guitar
fork,0.94541,to brush a dolls hair
fork,0.93827,to hang a picture with
fork,0.93731,to paint a picture with
fork,0.99494,javelin
fork,0.95344,gardening tool
fork,0.92801,to paint with
fork,1.01734,back scratcher
fork,0.90756,to stir paint
fork,0.94251,to create patterns in sand
fork,0.94072,to launch small items off the end
fork,0.71319,paddle
fork,0.90351,book mark
fork,1.05826,to keep track of route into the forest
fork,0.9954,Toy
fork,0.98489,Hairbrush
fork,0.96953,Instrument
fork,0.75295,Screwdriver
fork,0.87487,Sculpture
fork,1.00619,holder for soft things
fork,0.99341,soil aeration
fork,0.94187,making holes for seedlings in plant pot
fork,1.06617,making designs in clay
fork,0.94618,making paint designs when decorating
fork,0.72142,whisk
fork,1.05948,Use it to launch small objects in to the air
fork,0.94203,Play it like an instrument
fork,1.05557,Throw it like a dart  for games
fork,1.03995,Scratch yourself with it
fork,1.05978,door handle
fork,1.0576,stick in a wall to hang pictures from
fork,0.94099,pinned into curtains to help open and close them
fork,0.94102,Use as a small gardening tool for household plants
fork,0.97711,Makeshift screwdriver
fork,1.06705,To hang hair bobbles off
fork,1.03628,make into a bracelet by bending
fork,0.94605,use the tines to create patterns in concrete
fork,1.0703,hair ornament
fork,0.96071,uset o weave bracelets
fork,0.92583,printmaking
fork,0.98495,a nail remover
fork,1.03692,to remove bottle lids
fork,1.04623,to hang from the wall as an ornament
fork,0.92169,to make a fork man
fork,0.93786,to press ridges in pastry
fork,0.97077,catapult
fork,0.96894,tin opener
fork,1.01734,back scratcher
fork,0.96953,instrument
fork,1.02289,musical instrument
fork,0.88751,ornament
fork,0.99036,unblock a drain
fork,0.98966,hair piece
fork,0.9445,as a conversation topic in a philosiphical debate
fork,1.05579,to hold an item
fork,1.03808,to stir
fork,1.0406,to garden
fork,1.04338,to clean
fork,0.93459,cleaning
fork,1.01674,DIY
fork,0.93887,As a weapon
fork,1.00632,Sculpting tools
fork,0.75295,Screwdriver
fork,0.77408,Chopsticks
fork,0.93053,to tie string bracelets against
fork,0.90889,pierce a bottle
fork,0.85946,dig a hole
fork,1.01734,back scratcher
fork,0.98034,clamp
fork,1.01734,back scratcher
fork,1.08637,artwork
fork,1.00624,garden tool
fork,0.98605,clean under nails
fork,0.90444,knitting
fork,0.98847,painting
fork,1.00132,cleaning tool
fork,1.05265,Mini catapult
fork,0.88424,Drumstick
fork,0.8558399999999999,dart
fork,0.95158,Weapon
fork,0.94179,picking food out of teeth
fork,1.00068,drum stick
fork,0.97077,Catapult
fork,0.88424,drumstick
fork,1.04525,to hang something from
fork,0.93991,to score a word or picture into something with
fork,1.04831,use as a mirror
fork,0.9409,reflect sun/light from
fork,0.95158,weapon
fork,0.72142,Whisk
fork,0.99662,Opening boxes
fork,0.91542,Artwork/as a paint brush
fork,1.05358,reaching places further than arms length
fork,1.02119,as a paperwieght
