...1,id,condition,response,response_clean,item,item_clean,SemDis_GloVe_c_m
189,190,creative,10 Use a fork to create a unique texture on leather or fabric by pressing it into the material,use a fork to create a unique texture on leather or fabric by pressing it into the material,fork,fork,0.95344
190,191,creative,1 Use the prongs of a fork to create a unique pattern in clay or playdough,use the prongs of a fork to create a unique pattern in clay or playdough,fork,fork,0.94114
191,192,creative,2 Use a fork to create a decorative edge on pie crusts or other baked goods,use a fork to create a decorative edge on pie crusts or other baked goods,fork,fork,1.05882
192,193,creative,3 Use a fork to mix and fluff up soil in a garden bed before planting,use a fork to mix and fluff up soil in a garden bed before planting,fork,fork,1.05886
193,194,creative,4 Use a fork to create a makeshift hair pick or comb in a pinch,use a fork to create a makeshift hair pick or comb in a pinch,fork,fork,1.05885
194,195,creative,5 Use a fork to create a fun and interactive game of fork toss with friends or family,use a fork to create a fun and interactive game of fork toss with friends or family,fork,fork,0.94114
195,196,creative,6 Use a fork to create a DIY jewelry holder by bending the prongs to hold earrings or necklaces,use a fork to create a diy jewelry holder by bending the prongs to hold earrings or necklaces,fork,fork,1.05884
196,197,creative,7 Use a fork to create a unique texture on painted surfaces such as walls or furniture,use a fork to create a unique texture on painted surfaces such as walls or furniture,fork,fork,0.94236
197,198,creative,8 Use a fork to create a fun and whimsical garden sculpture by bending the prongs into different shapes and designs,use a fork to create a fun and whimsical garden sculpture by bending the prongs into different shapes and designs,fork,fork,1.05886
198,199,creative,9 Use a fork to create a unique and rusticlooking picture frame by wrapping twine or ribbon around the prongs and attaching a photo to the back,use a fork to create a unique and rusticlooking picture frame by wrapping twine or ribbon around the prongs and attaching a photo to the back,fork,fork,0.94114
199,200,creative,10 Use a fork to create a fun and interactive musical instrument by attaching bells or other noisemakers to the prongs and shaking it,use a fork to create a fun and interactive musical instrument by attaching bells or other noisemakers to the prongs and shaking it,fork,fork,0.94114
200,201,creative,1 Use a fork to create a unique piece of art by dipping the tines in paint and stamping it onto a canvas,use a fork to create a unique piece of art by dipping the tines in paint and stamping it onto a canvas,fork,fork,0.94108
201,202,creative,2 Use a fork to create a DIY hair accessory by bending the tines and attaching it to a hair tie,use a fork to create a diy hair accessory by bending the tines and attaching it to a hair tie,fork,fork,1.05852
202,203,creative,3 Use a fork to make a small garden tool by sharpening the tines and using it to dig small holes for planting seeds,use a fork to make a small garden tool by sharpening the tines and using it to dig small holes for planting seeds,fork,fork,0.94115
203,204,creative,4 Use a fork to create a unique serving dish by bending the tines and using it as a holder for appetizers or small snacks,use a fork to create a unique serving dish by bending the tines and using it as a holder for appetizers or small snacks,fork,fork,0.94121
204,205,creative,5 Use a fork to create a musical instrument by attaching it to a wooden block and using it as a percussion instrument,use a fork to create a musical instrument by attaching it to a wooden block and using it as a percussion instrument,fork,fork,1.05885
205,206,creative,6 Use a fork to create a unique piece of jewelry by bending the tines and attaching it to a necklace or bracelet,use a fork to create a unique piece of jewelry by bending the tines and attaching it to a necklace or bracelet,fork,fork,0.94052
206,207,creative,7 Use a fork to create a DIY back scratcher by bending the tines and using it to reach those hardtoreach spots,use a fork to create a diy back scratcher by bending the tines and using it to reach those hardtoreach spots,fork,fork,0.94116
207,208,creative,8 Use a fork to create a unique candle holder by bending the tines and using it to hold a small candle,use a fork to create a unique candle holder by bending the tines and using it to hold a small candle,fork,fork,1.05888
208,209,creative,9 Use a fork to create a DIY phone stand by bending the tines and using it to prop up your phone,use a fork to create a diy phone stand by bending the tines and using it to prop up your phone,fork,fork,1.05934
209,210,creative,10 Use a fork to create a unique piece of furniture by attaching it to a wooden frame and using it as a decorative element,use a fork to create a unique piece of furniture by attaching it to a wooden frame and using it as a decorative element,fork,fork,1.05888
210,211,creative,1 Use a fork to create a decorative pattern on a cake or pie crust,use a fork to create a decorative pattern on a cake or pie crust,fork,fork,0.94128
211,212,creative,2 Turn a fork upside down and use the prongs to hold a book open while reading,turn a fork upside down and use the prongs to hold a book open while reading,fork,fork,0.94112
212,213,creative,3 Use a fork to create a makeshift hairpin in a pinch,use a fork to create a makeshift hairpin in a pinch,fork,fork,1.05884
213,214,creative,4 Use a fork to create a miniature trellis for a small plant,use a fork to create a miniature trellis for a small plant,fork,fork,0.94113
214,215,creative,5 Use a fork to create a unique piece of jewelry such as a necklace or bracelet,use a fork to create a unique piece of jewelry such as a necklace or bracelet,fork,fork,1.05918
215,216,creative,6 Use a fork to create a DIY stencil for painting or drawing,use a fork to create a diy stencil for painting or drawing,fork,fork,1.05885
216,217,creative,7 Use a fork to create a textured pattern in clay or playdough,use a fork to create a textured pattern in clay or playdough,fork,fork,1.05883
217,218,creative,8 Use a fork to create a makeshift musical instrument such as a percussion instrument,use a fork to create a makeshift musical instrument such as a percussion instrument,fork,fork,1.05886
218,219,creative,9 Use a fork to create a unique piece of wall art by bending and shaping the prongs,use a fork to create a unique piece of wall art by bending and shaping the prongs,fork,fork,1.0588899999999999
219,220,creative,10 Use a fork to create a makeshift comb for styling hair in a pinch,use a fork to create a makeshift comb for styling hair in a pinch,fork,fork,0.94088
220,221,creative,1 Use a fork as a makeshift hair pick or comb,use a fork as a makeshift hair pick or comb,fork,fork,1.05891
221,222,creative,2 Use a fork to create a textured pattern in clay or playdough,use a fork to create a textured pattern in clay or playdough,fork,fork,1.05883
222,223,creative,3 Use a fork to create a decorative edge on a pie crust,use a fork to create a decorative edge on a pie crust,fork,fork,0.94131
223,224,creative,4 Use a fork as a tool to help thread a needle,use a fork as a tool to help thread a needle,fork,fork,0.94053
224,225,creative,5 Use a fork to help remove a stuck zipper,use a fork to help remove a stuck zipper,fork,fork,1.05895
225,226,creative,6 Use a fork to create a unique texture on a painting or drawing,use a fork to create a unique texture on a painting or drawing,fork,fork,1.0587
226,227,creative,7 Use a fork to create a DIY stamp for printing patterns on paper or fabric,use a fork to create a diy stamp for printing patterns on paper or fabric,fork,fork,1.05798
227,228,creative,8 Use a fork to create a makeshift guitar pick,use a fork to create a makeshift guitar pick,fork,fork,0.94114
228,229,creative,9 Use a fork to help plant small seeds in soil,use a fork to help plant small seeds in soil,fork,fork,1.05892
229,230,creative,10 Use a fork as a tool to help remove a splinter,use a fork as a tool to help remove a splinter,fork,fork,0.94087
230,231,creative,1 Use a fork to create a unique pattern in the frosting on a cake or cupcakes,use a fork to create a unique pattern in the frosting on a cake or cupcakes,fork,fork,1.0589
231,232,creative,2 Use a fork to make small holes in the soil before planting seeds,use a fork to make small holes in the soil before planting seeds,fork,fork,0.94113
232,233,creative,3 Use a fork to hold a nail in place while hammering,use a fork to hold a nail in place while hammering,fork,fork,1.05835
233,234,creative,4 Use a fork to create a textured design in clay or playdough,use a fork to create a textured design in clay or playdough,fork,fork,1.05882
234,235,creative,5 Use a fork to remove the pit from an avocado,use a fork to remove the pit from an avocado,fork,fork,0.94231
235,236,creative,6 Use a fork to create a makeshift hair pick or comb,use a fork to create a makeshift hair pick or comb,fork,fork,0.94116
236,237,creative,7 Use a fork to create a DIY cheese grater by bending the tines slightly,use a fork to create a diy cheese grater by bending the tines slightly,fork,fork,0.94111
237,238,creative,8 Use a fork to mix paint or other liquids,use a fork to mix paint or other liquids,fork,fork,0.94085
238,239,creative,9 Use a fork to create a unique design in melted chocolate,use a fork to create a unique design in melted chocolate,fork,fork,0.94027
239,240,creative,10 Use a fork to create a makeshift fishing hook in a survival situation,use a fork to create a makeshift fishing hook in a survival situation,fork,fork,0.94115
240,241,creative,1 Use a fork to create a unique pattern in cookie dough or pie crust,use a fork to create a unique pattern in cookie dough or pie crust,fork,fork,1.06619
241,242,creative,2 Use a fork to create a makeshift hairbrush in a pinch,use a fork to create a makeshift hairbrush in a pinch,fork,fork,1.05886
242,243,creative,3 Use a fork to hold a nail in place while hammering,use a fork to hold a nail in place while hammering,fork,fork,1.05835
243,244,creative,4 Use a fork to create a fun and unique piece of jewelry,use a fork to create a fun and unique piece of jewelry,fork,fork,1.05899
244,245,creative,5 Use a fork to create a miniature garden tool for planting small seeds,use a fork to create a miniature garden tool for planting small seeds,fork,fork,0.94114
245,246,creative,6 Use a fork to create a DIY musical instrument by attaching it to a wooden box or container,use a fork to create a diy musical instrument by attaching it to a wooden box or container,fork,fork,0.94116
246,247,creative,7 Use a fork to create a fun and unique stamp for art projects,use a fork to create a fun and unique stamp for art projects,fork,fork,0.94111
247,248,creative,8 Use a fork to create a unique texture on pottery or clay projects,use a fork to create a unique texture on pottery or clay projects,fork,fork,1.05877
248,249,creative,9 Use a fork to create a makeshift back scratcher,use a fork to create a makeshift back scratcher,fork,fork,1.05887
249,250,creative,10 Use a fork to create a fun and unique design on a latte or cappuccino,use a fork to create a fun and unique design on a latte or cappuccino,fork,fork,0.94058
