...1,id,condition,response,response_clean,item,item_clean,SemDis_GloVe_c_m
235,236,creative,6 Use a rope to create a DIY dog leash or collar,use a rope to create a diy dog leash or collar,rope,rope,1.09511
236,237,creative,7 Create a rope handle for a basket or tote bag,create a rope handle for a basket or tote bag,rope,rope,0.89313
237,238,creative,8 Use a rope to create a DIY plant hanger,use a rope to create a diy plant hanger,rope,rope,0.89511
238,239,creative,9 Create a rope obstacle course for kids or adults,create a rope obstacle course for kids or adults,rope,rope,0.89401
239,240,creative,10 Use a rope to create a DIY curtain tieback,use a rope to create a diy curtain tieback,rope,rope,0.89729
240,241,creative,1 Create a rope swing in your backyard or at a nearby park,create a rope swing in your backyard or at a nearby park,rope,rope,1.1051
241,242,creative,2 Use a rope to create a DIY hammock,use a rope to create a diy hammock,rope,rope,1.07835
242,243,creative,3 Use a rope to create a DIY climbing wall,use a rope to create a diy climbing wall,rope,rope,1.10157
243,244,creative,4 Use a rope to create a DIY obstacle course,use a rope to create a diy obstacle course,rope,rope,1.10001
244,245,creative,5 Use a rope to create a DIY zip line,use a rope to create a diy zip line,rope,rope,1.10026
245,246,creative,6 Use a rope to create a DIY rope ladder,use a rope to create a diy rope ladder,rope,rope,1.10544
246,247,creative,7 Use a rope to create a DIY rope bridge,use a rope to create a diy rope bridge,rope,rope,1.10271
247,248,creative,8 Use a rope to create a DIY rope maze,use a rope to create a diy rope maze,rope,rope,1.10338
248,249,creative,9 Use a rope to create a DIY rope course,use a rope to create a diy rope course,rope,rope,1.10217
249,250,creative,10 Use a rope to create a DIY rope net,use a rope to create a diy rope net,rope,rope,1.09886
